Area;Perimeter;Major_Axis_Length;Minor_Axis_Length;Eccentricity;Convex_Area;Extent;Class
15554;502;206;97;88;15826;82;Cammeo
12347;438;181;86;87;12529;80;Cammeo
12688;466;193;84;90;12956;60;Cammeo
14587;491;204;91;89;14926;60;Cammeo
15398;518;215;93;90;15753;79;Cammeo
14881;495;206;93;89;15225;58;Cammeo
14800;502;213;88;90;15123;79;Cammeo
15480;494;201;98;87;15760;66;Cammeo
13952;484;201;89;89;14349;65;Cammeo
14243;481;198;92;88;14592;79;Cammeo
15056;499;202;96;88;15517;70;Cammeo
15072;511;221;87;91;15392;55;Cammeo
13560;479;197;88;89;14033;69;Cammeo
17192;528;222;99;89;17457;62;Cammeo
15196;498;212;91;90;15427;71;Cammeo
16318;537;232;90;92;16592;59;Cammeo
15521;506;209;95;89;15956;57;Cammeo
12573;471;199;81;91;12979;53;Cammeo
13607;482;202;86;90;13901;55;Cammeo
12809;455;189;87;88;13025;59;Cammeo
13183;464;190;88;88;13473;59;Cammeo
14528;475;192;97;86;14795;62;Cammeo
17048;525;219;99;89;17318;69;Cammeo
14559;496;213;87;91;14765;71;Cammeo
13698;478;199;88;89;13932;57;Cammeo
14005;485;207;86;90;14212;56;Cammeo
15560;502;213;93;90;15789;78;Cammeo
13853;479;193;92;87;14338;58;Cammeo
16138;531;224;92;91;16482;53;Cammeo
14686;490;203;93;88;15065;61;Cammeo
15264;506;208;95;88;15712;60;Cammeo
13895;488;207;86;90;14228;78;Cammeo
13290;469;197;86;89;13570;68;Cammeo
13909;474;197;90;88;14227;74;Cammeo
14730;483;196;96;86;15006;65;Cammeo
14523;491;205;91;89;14849;61;Cammeo
13983;481;198;90;88;14306;58;Cammeo
12549;456;193;83;90;12905;79;Cammeo
14289;502;216;85;91;14612;54;Cammeo
14994;508;215;89;90;15246;55;Cammeo
13283;477;198;86;90;13616;61;Cammeo
14958;505;216;88;91;15235;70;Cammeo
14852;495;205;92;89;15202;60;Cammeo
14966;490;207;92;89;15158;78;Cammeo
13394;480;205;83;91;13699;65;Cammeo
16678;523;216;99;88;17089;80;Cammeo
17253;536;223;98;89;17678;67;Cammeo
13822;491;212;83;91;14073;65;Cammeo
14747;501;213;88;91;15070;76;Cammeo
15274;511;211;93;89;15669;69;Cammeo
14471;491;200;92;88;14736;58;Cammeo
15119;508;213;91;90;15612;72;Cammeo
13277;463;193;88;88;13454;61;Cammeo
12988;461;188;88;88;13259;59;Cammeo
11638;451;195;76;91;11843;54;Cammeo
13321;467;200;85;90;13543;59;Cammeo
15368;503;209;94;89;15709;64;Cammeo
13385;477;199;87;90;13656;56;Cammeo
14784;481;200;94;88;15005;72;Cammeo
16963;536;220;99;89;17467;59;Cammeo
15140;502;213;90;90;15491;75;Cammeo
14713;500;207;91;89;15111;57;Cammeo
13684;505;213;83;92;14158;57;Cammeo
13424;461;186;92;86;13702;67;Cammeo
14020;488;207;86;90;14271;55;Cammeo
14725;472;193;97;86;15084;63;Cammeo
15603;511;211;95;89;16021;58;Cammeo
15433;519;218;91;90;15887;77;Cammeo
15371;497;212;92;90;15587;81;Cammeo
14018;480;203;88;90;14287;72;Cammeo
12879;476;203;81;91;13105;66;Cammeo
14992;502;213;89;90;15162;55;Cammeo
15275;509;217;90;91;15582;66;Cammeo
13762;481;205;86;90;14101;75;Cammeo
15762;507;205;99;87;16261;66;Cammeo
14143;483;200;90;89;14427;59;Cammeo
15226;500;205;96;88;15594;79;Cammeo
14226;491;213;85;91;14483;66;Cammeo
14654;498;214;87;91;14907;80;Cammeo
14928;499;212;90;90;15269;79;Cammeo
15050;502;206;93;89;15464;59;Cammeo
12158;441;182;85;88;12359;71;Cammeo
15783;510;219;92;90;16024;79;Cammeo
14236;486;201;90;89;14545;65;Cammeo
15373;489;200;98;86;15617;77;Cammeo
15139;508;217;89;91;15394;54;Cammeo
15228;505;209;93;89;15501;73;Cammeo
14556;487;208;89;90;14819;77;Cammeo
13279;483;201;85;90;13691;57;Cammeo
16000;515;215;94;89;16289;67;Cammeo
14712;503;217;87;91;15109;80;Cammeo
13840;476;201;88;89;14205;63;Cammeo
12975;458;189;87;88;13254;70;Cammeo
15862;507;214;94;89;16098;80;Cammeo
17338;530;222;100;89;17725;79;Cammeo
16893;523;216;100;88;17293;68;Cammeo
15546;518;219;91;90;15967;55;Cammeo
15269;519;222;88;91;15620;56;Cammeo
15583;510;217;92;90;15826;68;Cammeo
14840;512;220;86;92;15160;56;Cammeo
14805;484;202;93;88;15090;78;Cammeo
13860;483;207;85;91;14047;64;Cammeo
12468;461;196;81;91;12786;67;Cammeo
13913;493;212;83;91;14218;57;Cammeo
12978;465;199;83;90;13210;73;Cammeo
13657;469;193;90;88;13930;61;Cammeo
14246;488;210;86;91;14453;74;Cammeo
13651;502;222;79;93;14034;79;Cammeo
13677;485;207;85;91;13874;58;Cammeo
15107;488;205;94;88;15322;78;Cammeo
14956;490;204;93;88;15196;67;Cammeo
15448;521;224;88;91;15847;70;Cammeo
14898;501;215;88;91;15156;65;Cammeo
13683;490;210;84;91;14187;77;Cammeo
12412;456;191;83;90;12779;64;Cammeo
13933;471;193;91;88;14177;74;Cammeo
15500;502;213;93;89;15724;81;Cammeo
14747;494;209;90;90;15124;55;Cammeo
15144;503;212;91;90;15469;62;Cammeo
13970;494;211;85;91;14280;69;Cammeo
12375;451;185;86;88;12755;64;Cammeo
15484;504;211;94;89;15795;67;Cammeo
13541;478;206;84;91;13768;81;Cammeo
13455;468;196;87;89;13730;65;Cammeo
13043;471;199;84;90;13422;73;Cammeo
13697;482;206;85;91;13927;59;Cammeo
15004;506;218;88;91;15277;71;Cammeo
14634;493;208;90;90;14898;71;Cammeo
13814;481;203;87;90;14112;63;Cammeo
16480;525;220;96;89;16842;57;Cammeo
12403;451;194;82;90;12596;83;Cammeo
13574;481;206;84;91;13870;80;Cammeo
14253;485;202;90;89;14522;62;Cammeo
15586;505;218;91;90;15814;82;Cammeo
14906;497;211;90;90;15150;59;Cammeo
15123;518;226;85;92;15378;63;Cammeo
12974;460;191;87;88;13310;67;Cammeo
15513;522;224;89;91;15967;56;Cammeo
12684;461;198;81;91;12912;54;Cammeo
13170;472;200;84;90;13383;54;Cammeo
15375;494;204;96;88;15631;73;Cammeo
17856;530;223;102;88;18062;79;Cammeo
15655;513;216;93;90;16085;56;Cammeo
17404;521;211;106;86;17739;68;Cammeo
12060;450;188;82;90;12480;62;Cammeo
12519;455;192;83;89;12770;67;Cammeo
15806;513;221;91;91;16043;57;Cammeo
14124;486;202;89;89;14576;70;Cammeo
16618;513;213;99;88;16892;63;Cammeo
15321;513;218;90;91;15646;71;Cammeo
12752;459;196;83;90;13059;79;Cammeo
14479;473;193;96;86;14812;63;Cammeo
12685;468;199;82;91;13042;69;Cammeo
14339;492;205;90;89;14818;62;Cammeo
14115;483;206;88;90;14312;74;Cammeo
13864;491;206;86;90;14221;71;Cammeo
14096;476;198;91;88;14346;59;Cammeo
15779;506;209;97;88;16201;61;Cammeo
15218;508;214;91;90;15685;66;Cammeo
13814;477;198;89;89;14168;69;Cammeo
13337;471;199;86;90;13686;66;Cammeo
13024;459;191;88;88;13325;77;Cammeo
14836;495;208;91;89;15164;60;Cammeo
14296;484;202;91;89;14572;75;Cammeo
10785;437;181;77;90;11209;55;Cammeo
14871;487;204;93;88;15067;76;Cammeo
14449;496;209;89;90;14810;66;Cammeo
14463;480;201;91;89;14698;67;Cammeo
12887;468;197;83;90;13241;55;Cammeo
13138;470;203;82;91;13361;81;Cammeo
14833;496;209;91;89;15072;55;Cammeo
12256;453;189;83;89;12565;58;Cammeo
15475;511;219;91;90;15759;78;Cammeo
15248;509;217;90;91;15557;73;Cammeo
14750;482;198;95;87;15046;60;Cammeo
12711;470;196;83;90;13007;56;Cammeo
13495;466;196;88;89;13725;68;Cammeo
13884;478;201;89;89;14217;79;Cammeo
15613;509;210;96;88;15975;57;Cammeo
14645;485;201;93;88;14889;64;Cammeo
12699;458;192;85;89;12965;59;Cammeo
15322;506;217;90;91;15531;81;Cammeo
13340;471;197;87;89;13712;76;Cammeo
15404;499;206;95;88;15740;62;Cammeo
13789;494;216;82;92;14109;53;Cammeo
12491;457;194;82;90;12721;77;Cammeo
14880;502;217;87;91;15129;57;Cammeo
13568;478;204;85;90;13819;56;Cammeo
12819;472;202;81;91;13137;65;Cammeo
17246;540;225;98;89;17704;57;Cammeo
12068;450;187;83;89;12426;65;Cammeo
14053;482;204;88;90;14316;71;Cammeo
12711;459;192;84;89;13028;58;Cammeo
11746;450;194;77;91;11953;55;Cammeo
14291;481;196;93;87;14618;58;Cammeo
15366;508;211;93;89;15746;56;Cammeo
15557;509;211;94;89;16075;64;Cammeo
13652;486;210;83;91;13950;57;Cammeo
13574;488;210;83;91;13856;55;Cammeo
13621;473;198;88;89;13989;60;Cammeo
14025;475;197;91;88;14423;67;Cammeo
14431;497;212;87;91;14805;64;Cammeo
13469;475;203;84;90;13739;72;Cammeo
13632;485;205;85;90;13905;55;Cammeo
11151;438;191;74;92;11325;66;Cammeo
12878;459;192;85;89;13213;57;Cammeo
11625;437;186;79;90;11830;72;Cammeo
14312;488;208;88;90;14692;79;Cammeo
13806;490;209;85;91;14284;79;Cammeo
13928;479;204;87;90;14158;56;Cammeo
13139;472;202;83;91;13379;78;Cammeo
12234;449;188;83;89;12492;59;Cammeo
13990;484;205;87;90;14315;59;Cammeo
15307;489;197;100;86;15628;67;Cammeo
11377;452;201;72;93;11555;52;Cammeo
13207;469;196;87;89;13546;57;Cammeo
13404;476;203;84;90;13751;63;Cammeo
13334;470;194;89;88;13738;62;Cammeo
11671;459;199;75;92;12110;64;Cammeo
17135;525;217;101;88;17471;59;Cammeo
14816;496;206;92;89;15194;58;Cammeo
15336;508;219;89;91;15599;58;Cammeo
14989;484;195;98;86;15393;76;Cammeo
16302;526;225;92;91;16669;60;Cammeo
15739;525;228;88;92;15978;57;Cammeo
14851;512;218;88;91;15556;71;Cammeo
12651;467;200;81;91;12991;59;Cammeo
12709;456;191;85;89;12934;78;Cammeo
13874;486;207;85;91;14116;56;Cammeo
16291;523;223;93;90;16595;58;Cammeo
14318;491;207;89;90;14629;56;Cammeo
13975;482;203;88;90;14275;67;Cammeo
14806;497;211;90;90;15114;65;Cammeo
14789;492;206;92;89;15069;74;Cammeo
12990;469;200;83;90;13214;70;Cammeo
12045;452;193;80;90;12368;55;Cammeo
13946;482;203;88;90;14233;57;Cammeo
14569;500;216;86;91;14801;80;Cammeo
15306;524;227;87;92;15837;51;Cammeo
13568;482;206;84;91;13798;77;Cammeo
14289;488;208;88;90;14572;79;Cammeo
14619;493;209;89;90;14973;61;Cammeo
13338;462;194;88;89;13639;74;Cammeo
12935;462;195;85;89;13213;75;Cammeo
13211;476;204;82;91;13608;71;Cammeo
13785;489;213;82;92;14130;79;Cammeo
12982;466;200;82;91;13188;62;Cammeo
14999;498;213;90;90;15295;79;Cammeo
15790;516;218;92;90;16197;75;Cammeo
13719;487;208;84;91;14111;60;Cammeo
13118;480;207;81;91;13652;56;Cammeo
11975;458;199;78;91;12288;79;Cammeo
11958;444;187;81;89;12240;72;Cammeo
12621;444;184;87;88;12832;73;Cammeo
11747;452;194;78;91;11935;54;Cammeo
13372;472;197;87;89;13750;60;Cammeo
15773;515;219;92;90;16089;70;Cammeo
15556;510;217;92;90;15781;60;Cammeo
11421;441;189;77;91;11610;55;Cammeo
13949;479;200;90;89;14286;58;Cammeo
13266;466;198;86;90;13514;65;Cammeo
14715;497;212;89;90;15094;79;Cammeo
14439;492;205;91;89;14867;78;Cammeo
14975;508;212;91;90;15482;63;Cammeo
11411;430;184;79;90;11587;64;Cammeo
11359;441;185;78;90;11755;58;Cammeo
13090;472;202;83;91;13331;77;Cammeo
11898;453;195;78;91;12134;54;Cammeo
12919;474;207;79;92;13187;63;Cammeo
13935;483;196;91;88;14428;59;Cammeo
13909;488;206;86;90;14362;54;Cammeo
13295;475;199;86;90;13639;61;Cammeo
14009;487;208;86;90;14333;75;Cammeo
15350;498;204;96;88;15751;66;Cammeo
13263;474;197;86;89;13607;56;Cammeo
13650;491;210;83;91;14011;53;Cammeo
12598;466;199;81;91;13072;57;Cammeo
14551;502;208;90;89;14962;55;Cammeo
15700;505;209;96;88;16040;59;Cammeo
14969;494;207;92;89;15286;63;Cammeo
14424;497;210;88;90;14920;55;Cammeo
11571;432;183;80;89;11741;66;Cammeo
15204;510;216;90;90;15535;56;Cammeo
14019;482;197;92;88;14411;57;Cammeo
11874;433;176;87;87;12138;73;Cammeo
13888;481;205;87;90;14178;58;Cammeo
13087;468;198;84;90;13488;77;Cammeo
14410;483;200;92;88;14788;58;Cammeo
14542;490;208;89;90;14747;55;Cammeo
15595;501;207;96;88;16030;76;Cammeo
10761;429;183;75;91;11031;57;Cammeo
15907;527;226;90;91;16288;57;Cammeo
13848;492;207;86;90;14383;66;Cammeo
14493;487;205;90;89;14835;75;Cammeo
13468;470;194;89;88;14022;69;Cammeo
12483;451;189;84;89;12686;59;Cammeo
16799;524;218;99;89;17283;62;Cammeo
12110;458;192;81;90;12562;70;Cammeo
14934;488;201;95;87;15193;65;Cammeo
13274;471;197;86;89;13615;62;Cammeo
13891;486;209;85;91;14170;82;Cammeo
12723;465;197;83;90;12974;68;Cammeo
14587;497;211;88;90;14926;64;Cammeo
14202;485;202;90;89;14640;56;Cammeo
15526;514;216;91;90;15936;58;Cammeo
13839;481;201;88;89;14165;71;Cammeo
13852;490;213;82;92;14158;72;Cammeo
14935;489;202;94;88;15251;60;Cammeo
13576;475;200;86;90;13888;58;Cammeo
13998;486;204;88;90;14401;54;Cammeo
14469;484;204;90;89;14701;65;Cammeo
14686;503;212;89;90;15003;55;Cammeo
15269;496;210;92;89;15474;80;Cammeo
12993;466;199;83;90;13230;78;Cammeo
13414;480;199;86;90;13933;55;Cammeo
15035;506;216;89;91;15432;60;Cammeo
13034;474;203;81;91;13316;61;Cammeo
13315;476;205;83;91;13510;55;Cammeo
13620;479;203;86;90;13987;63;Cammeo
14734;498;211;90;90;15171;78;Cammeo
14652;499;212;88;90;15039;76;Cammeo
14295;484;202;91;89;14528;55;Cammeo
12655;459;192;84;89;12959;64;Cammeo
13444;474;197;87;89;13881;65;Cammeo
14115;490;207;87;90;14580;57;Cammeo
15192;494;208;93;89;15410;62;Cammeo
11128;441;184;79;90;11403;55;Cammeo
15144;505;212;92;90;15609;60;Cammeo
14516;492;209;89;90;14836;73;Cammeo
13470;471;200;86;90;13729;58;Cammeo
14617;495;207;90;89;14950;63;Cammeo
14359;506;223;82;92;14698;53;Cammeo
14204;489;211;85;91;14487;68;Cammeo
14440;498;210;88;90;14918;77;Cammeo
13921;486;203;88;89;14334;58;Cammeo
14054;486;207;87;90;14343;78;Cammeo
13039;476;198;85;90;13383;55;Cammeo
13350;466;196;87;89;13562;79;Cammeo
14850;498;213;88;90;15071;69;Cammeo
11836;456;201;75;92;12084;75;Cammeo
13333;472;200;85;90;13585;68;Cammeo
13062;467;197;85;90;13272;62;Cammeo
12886;463;193;85;89;13196;59;Cammeo
13437;476;202;85;90;13700;78;Cammeo
11963;448;191;80;90;12205;75;Cammeo
12213;459;195;80;91;12571;54;Cammeo
13970;481;201;89;89;14310;56;Cammeo
14511;510;216;87;91;14957;52;Cammeo
14055;488;207;87;90;14484;55;Cammeo
16188;526;224;93;90;16605;66;Cammeo
13064;469;199;84;90;13382;65;Cammeo
14161;488;206;87;90;14428;59;Cammeo
13806;494;212;83;91;14247;53;Cammeo
13623;493;211;82;92;14065;52;Cammeo
15238;506;218;89;91;15529;54;Cammeo
13688;481;204;86;90;14024;78;Cammeo
14520;496;208;90;90;14930;59;Cammeo
13263;480;205;83;91;13517;68;Cammeo
16602;528;224;95;90;16900;56;Cammeo
14525;487;206;90;89;14798;59;Cammeo
12344;466;204;77;92;12596;72;Cammeo
14002;490;209;86;91;14336;65;Cammeo
12267;454;190;83;90;12673;65;Cammeo
15093;509;214;90;90;15497;57;Cammeo
12789;454;183;89;87;13114;69;Cammeo
12767;463;196;83;90;13104;60;Cammeo
12079;445;190;81;90;12462;64;Cammeo
14868;510;219;88;91;15190;79;Cammeo
14531;492;207;90;89;14913;57;Cammeo
13657;481;207;84;91;13872;56;Cammeo
12692;465;193;85;89;13118;71;Cammeo
12465;462;196;82;90;12794;73;Cammeo
15032;500;209;91;89;15397;71;Cammeo
13493;480;205;84;91;13843;79;Cammeo
14729;496;209;90;90;15131;61;Cammeo
14242;495;210;87;90;14549;64;Cammeo
13215;479;207;81;91;13462;53;Cammeo
15568;519;222;90;91;15984;78;Cammeo
11332;449;194;75;92;11671;67;Cammeo
13198;468;200;84;90;13455;73;Cammeo
12442;459;187;87;88;12941;58;Cammeo
14509;496;211;88;90;14836;55;Cammeo
16051;516;214;96;89;16479;67;Cammeo
14132;482;205;88;90;14341;58;Cammeo
14806;498;214;88;90;15078;78;Cammeo
13662;476;204;85;90;13894;67;Cammeo
16500;523;219;97;89;16880;63;Cammeo
11702;432;177;84;87;11975;59;Cammeo
13050;467;194;86;89;13389;61;Cammeo
15154;504;211;92;89;15598;57;Cammeo
14340;477;196;94;87;14700;60;Cammeo
13451;485;205;84;91;13862;59;Cammeo
13959;477;200;89;89;14242;71;Cammeo
13491;475;198;87;89;13812;69;Cammeo
13621;478;200;88;89;14068;62;Cammeo
16413;510;210;100;87;16665;59;Cammeo
13924;498;212;84;91;14444;54;Cammeo
13289;467;194;87;89;13628;69;Cammeo
14403;491;207;89;90;14708;59;Cammeo
13764;479;199;89;89;14167;77;Cammeo
14972;501;208;92;89;15476;72;Cammeo
15135;506;208;93;89;15656;57;Cammeo
13484;468;195;88;89;13786;72;Cammeo
11815;456;200;75;92;12108;73;Cammeo
14434;488;201;92;88;14826;70;Cammeo
15389;521;226;87;92;15753;57;Cammeo
14434;477;200;92;88;14660;78;Cammeo
13933;483;207;86;90;14238;58;Cammeo
14404;486;206;89;90;14658;79;Cammeo
14038;496;211;86;91;14389;54;Cammeo
14759;483;203;92;89;15002;78;Cammeo
13429;491;208;83;91;13837;53;Cammeo
14560;493;209;89;90;14971;63;Cammeo
14623;499;208;91;89;15085;58;Cammeo
14461;483;202;91;89;14718;74;Cammeo
15126;500;209;93;89;15496;70;Cammeo
15594;515;216;93;90;16029;66;Cammeo
13887;483;203;88;90;14240;68;Cammeo
15241;511;215;91;90;15604;54;Cammeo
14101;479;199;90;88;14383;61;Cammeo
15026;504;212;91;90;15285;72;Cammeo
13467;478;204;85;90;13732;54;Cammeo
13871;496;212;83;91;14344;52;Cammeo
15830;516;220;92;90;16074;70;Cammeo
14621;501;210;89;90;15175;68;Cammeo
13855;487;207;86;90;14214;55;Cammeo
11783;453;192;79;91;12102;67;Cammeo
11739;448;187;80;90;12118;54;Cammeo
11538;446;189;78;90;11852;57;Cammeo
13244;461;194;87;89;13476;71;Cammeo
13820;489;207;86;90;14195;63;Cammeo
12950;464;194;85;89;13288;60;Cammeo
15600;502;205;99;87;16130;72;Cammeo
13121;475;202;83;91;13439;57;Cammeo
14586;489;206;91;89;14897;79;Cammeo
13450;465;193;89;88;13661;61;Cammeo
14251;492;202;91;89;14658;56;Cammeo
15161;498;208;93;89;15541;64;Cammeo
13476;478;199;87;89;13931;59;Cammeo
14423;507;221;83;92;14703;54;Cammeo
13580;464;190;91;87;13781;62;Cammeo
12974;469;197;84;90;13219;68;Cammeo
11995;477;216;70;94;12168;66;Cammeo
14244;488;199;92;88;14691;61;Cammeo
12844;454;191;85;89;13043;61;Cammeo
13424;481;195;89;89;13950;65;Cammeo
14035;480;199;91;88;14422;71;Cammeo
14162;480;202;89;89;14414;58;Cammeo
14143;481;199;91;89;14450;58;Cammeo
14272;487;207;88;90;14510;58;Cammeo
14205;487;204;89;89;14637;77;Cammeo
13226;480;202;84;90;13617;70;Cammeo
14399;492;210;88;90;14636;54;Cammeo
14561;493;208;89;90;14986;77;Cammeo
12968;469;199;83;90;13243;64;Cammeo
12029;441;181;85;88;12275;59;Cammeo
13450;470;200;85;90;13728;56;Cammeo
15809;521;224;90;91;16150;56;Cammeo
13205;475;197;86;89;13607;69;Cammeo
14031;494;213;84;91;14265;73;Cammeo
15811;514;218;93;90;16135;81;Cammeo
14693;484;199;94;88;15034;60;Cammeo
15209;517;221;89;91;15653;63;Cammeo
13468;475;199;87;90;13817;57;Cammeo
16505;516;212;99;88;16820;58;Cammeo
12422;482;209;76;93;12783;49;Cammeo
14316;488;204;90;89;14731;56;Cammeo
14839;504;211;91;90;15274;62;Cammeo
13269;470;197;86;89;13626;56;Cammeo
13913;474;199;89;89;14164;67;Cammeo
12411;466;204;78;92;12707;53;Cammeo
12602;465;194;84;89;13039;65;Cammeo
12820;467;197;83;90;13104;55;Cammeo
15087;510;218;89;91;15506;54;Cammeo
11161;433;182;78;90;11490;61;Cammeo
16037;523;223;92;90;16404;80;Cammeo
15809;517;222;91;91;16025;55;Cammeo
11803;463;201;76;92;12138;54;Cammeo
14620;493;212;88;90;14931;72;Cammeo
15936;522;224;91;91;16298;60;Cammeo
15557;514;214;93;89;15942;69;Cammeo
15042;504;214;90;90;15375;69;Cammeo
12861;455;191;86;89;13058;58;Cammeo
13877;489;205;86;90;14176;56;Cammeo
13503;477;201;87;90;13743;56;Cammeo
14254;491;207;88;90;14607;56;Cammeo
14061;470;190;95;86;14347;61;Cammeo
15311;507;215;91;90;15690;70;Cammeo
14227;490;206;88;90;14529;68;Cammeo
13867;494;213;84;91;14200;53;Cammeo
13639;482;200;87;89;14042;73;Cammeo
14998;496;215;89;91;15279;82;Cammeo
16005;518;221;93;90;16343;55;Cammeo
12536;475;205;78;92;12798;69;Cammeo
14268;485;202;91;89;14586;61;Cammeo
15290;501;209;94;89;15582;75;Cammeo
15373;522;229;86;92;15757;67;Cammeo
15609;492;202;99;87;15884;68;Cammeo
15256;495;209;93;89;15449;57;Cammeo
16625;535;229;93;91;16951;65;Cammeo
14817;502;214;89;90;15275;79;Cammeo
14198;485;205;89;90;14414;56;Cammeo
14825;499;210;91;89;15274;77;Cammeo
14470;489;207;89;90;14724;61;Cammeo
12279;462;197;80;91;12619;63;Cammeo
14828;494;209;90;90;15038;57;Cammeo
13858;475;201;87;89;14083;77;Cammeo
17437;536;230;97;90;17650;75;Cammeo
15265;505;211;93;89;15639;74;Cammeo
14953;503;217;88;91;15229;72;Cammeo
12243;449;191;82;90;12464;79;Cammeo
16453;523;222;96;90;16803;75;Cammeo
16386;515;208;100;87;16813;60;Cammeo
14204;482;201;91;89;14523;61;Cammeo
13589;483;205;85;90;13883;54;Cammeo
14439;492;211;87;91;14614;57;Cammeo
13982;495;214;84;91;14298;78;Cammeo
14410;477;197;93;87;14645;65;Cammeo
12244;455;192;81;90;12480;57;Cammeo
14070;484;203;89;89;14448;56;Cammeo
14687;498;210;90;90;14977;56;Cammeo
11735;453;194;78;91;11956;71;Cammeo
12835;481;212;77;93;13055;51;Cammeo
14853;488;201;95;88;15224;67;Cammeo
15061;497;207;93;89;15327;71;Cammeo
13385;460;192;89;88;13595;61;Cammeo
12555;444;184;87;88;12773;65;Cammeo
16067;526;228;90;91;16370;55;Cammeo
15105;503;215;89;90;15327;60;Cammeo
13434;455;184;93;86;13686;63;Cammeo
14961;502;215;89;90;15218;67;Cammeo
12429;469;202;78;92;12714;55;Cammeo
13002;460;191;87;88;13325;67;Cammeo
15147;510;213;91;90;15719;58;Cammeo
15055;508;218;88;91;15361;68;Cammeo
13540;458;189;92;87;13710;79;Cammeo
11962;449;192;80;90;12171;53;Cammeo
12692;443;182;88;87;12849;63;Cammeo
11859;444;183;83;89;12213;76;Cammeo
13627;476;201;86;90;13926;78;Cammeo
13982;479;204;88;90;14221;77;Cammeo
14870;506;214;89;90;15202;57;Cammeo
14263;490;203;90;89;14779;73;Cammeo
13954;481;204;87;90;14277;58;Cammeo
13425;477;199;86;90;13784;61;Cammeo
14057;463;189;95;86;14259;62;Cammeo
17198;520;209;105;86;17586;60;Cammeo
14675;493;199;95;87;15317;61;Cammeo
12291;440;186;84;89;12476;73;Cammeo
15072;487;202;95;88;15267;79;Cammeo
16390;502;207;101;87;16635;71;Cammeo
13142;464;194;86;89;13406;66;Cammeo
12759;463;200;81;91;12993;77;Cammeo
16944;543;236;92;91;17189;65;Cammeo
15510;507;215;92;90;15862;59;Cammeo
12859;445;184;89;87;13030;71;Cammeo
14470;486;208;89;90;14657;57;Cammeo
17079;520;216;101;88;17418;79;Cammeo
13858;475;205;86;90;14042;65;Cammeo
12324;449;190;83;89;12595;76;Cammeo
17263;520;215;103;87;17565;66;Cammeo
16079;522;223;92;90;16392;64;Cammeo
14806;481;198;95;87;15162;70;Cammeo
14957;505;213;90;90;15347;65;Cammeo
15460;507;213;93;89;15819;58;Cammeo
12716;444;186;87;88;12872;74;Cammeo
16798;529;222;97;89;17173;63;Cammeo
14015;475;195;92;88;14492;74;Cammeo
14927;502;212;90;90;15392;59;Cammeo
15158;513;218;89;91;15591;70;Cammeo
14676;481;202;92;88;14936;65;Cammeo
15094;513;224;86;92;15292;79;Cammeo
18913;541;227;106;88;19099;80;Cammeo
14013;480;191;94;86;14622;62;Cammeo
16176;522;221;93;90;16639;60;Cammeo
15904;511;214;96;89;16248;71;Cammeo
16580;530;226;94;90;16928;59;Cammeo
15915;528;231;88;92;16251;81;Cammeo
15007;500;210;92;89;15431;58;Cammeo
14892;486;203;94;88;15111;79;Cammeo
12239;473;208;75;93;12622;51;Cammeo
17335;544;239;92;92;17526;82;Cammeo
16788;533;230;93;91;17041;57;Cammeo
14968;514;220;87;91;15438;74;Cammeo
17425;541;232;96;90;17758;70;Cammeo
16570;519;221;96;90;16757;59;Cammeo
13352;514;232;73;94;13585;59;Cammeo
14824;513;220;86;91;15150;56;Cammeo
15786;500;205;98;87;16127;61;Cammeo
14571;489;206;90;89;14839;60;Cammeo
14601;476;192;97;86;14815;62;Cammeo
15581;517;221;90;91;15901;55;Cammeo
12930;474;205;80;91;13181;74;Cammeo
16505;506;207;103;86;16782;77;Cammeo
16006;528;222;93;90;16466;61;Cammeo
14477;499;217;85;91;14726;57;Cammeo
15071;494;200;97;87;15575;68;Cammeo
14181;485;206;87;90;14423;64;Cammeo
13680;473;194;91;88;14077;77;Cammeo
15551;515;215;93;90;15908;56;Cammeo
16865;517;210;103;86;17234;65;Cammeo
16258;533;229;91;91;16705;57;Cammeo
15133;503;216;89;91;15359;59;Cammeo
15742;499;209;96;88;15950;75;Cammeo
12181;456;194;80;91;12489;58;Cammeo
16679;528;222;96;90;17006;56;Cammeo
16862;519;219;98;89;17104;61;Cammeo
13013;470;197;84;90;13376;57;Cammeo
15042;502;212;91;90;15416;70;Cammeo
15486;492;204;97;87;15688;60;Cammeo
13109;484;204;82;91;13497;52;Cammeo
14759;493;207;91;89;15106;70;Cammeo
11396;446;192;76;91;11692;64;Cammeo
14324;487;195;94;87;14822;75;Cammeo
14850;500;213;89;90;15124;58;Cammeo
13909;475;199;89;89;14241;72;Cammeo
15454;500;208;95;88;15773;58;Cammeo
14938;502;209;92;89;15331;63;Cammeo
11966;456;194;79;91;12337;57;Cammeo
15644;501;210;95;89;15858;78;Cammeo
15552;492;198;101;85;15936;62;Cammeo
15807;513;219;92;90;16078;78;Cammeo
13824;491;206;86;90;14268;63;Cammeo
13282;470;199;85;90;13513;67;Cammeo
14332;497;206;90;89;14830;56;Cammeo
13779;481;200;88;89;14192;57;Cammeo
13644;473;200;87;89;13859;67;Cammeo
13809;489;213;82;92;14070;80;Cammeo
13726;484;209;83;91;13969;55;Cammeo
14266;486;207;88;90;14485;60;Cammeo
13200;477;202;83;91;13585;64;Cammeo
16146;509;213;96;89;16404;59;Cammeo
12820;459;193;84;89;13002;59;Cammeo
12575;456;188;85;89;12936;73;Cammeo
