fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality
650;39;23;830;51;2800;9100;995;344;55;1210;Good
1070;35;53;260;70;500;1600;997;315;65;1100;Good
780;52;25;190;81;1400;3800;998;343;65;900;Good
720;34;32;250;90;4300;11300;997;332;79;1110;Bad
1070;35;53;260;70;500;1600;997;315;65;1100;Good
870;69;31;300;86;2300;8100;1000;348;74;1160;Good
780;52;25;190;81;1400;3800;998;343;65;900;Good
1040;44;73;655;74;3800;7600;999;317;85;1200;Good
1040;44;73;655;74;3800;7600;999;317;85;1200;Good
1050;26;47;190;78;600;2400;998;318;104;1090;Good
1050;24;42;180;77;600;2200;998;321;105;1080;Good
1020;49;63;290;72;1000;2600;997;316;78;1250;Good
1040;24;46;180;75;600;2100;998;325;102;1080;Good
1120;67;55;230;84;600;1300;1000;317;71;950;Good
1000;59;31;220;90;2600;6200;999;318;63;1020;Good
1330;29;75;280;84;2300;4300;999;304;68;1140;Good
1240;42;49;460;73;1900;4300;998;302;61;950;Bad
1000;59;31;220;90;2600;6200;999;318;63;1020;Good
1070;40;48;210;125;1500;4900;998;303;81;970;Good
1050;51;64;240;107;600;1500;997;309;66;1180;Good
1050;51;64;240;107;600;1500;997;309;66;1180;Good
850;66;49;610;122;3400;15100;1001;331;114;930;Bad
1250;60;49;430;100;500;1400;1001;325;74;1190;Good
1040;61;49;210;200;500;1600;999;316;63;840;Bad
1090;21;49;280;88;1100;3200;997;322;68;1170;Good
730;37;49;250;88;3900;10600;997;336;78;1100;Bad
980;25;49;270;88;1500;3300;998;342;90;1000;Good
760;41;49;200;88;1600;4300;998;348;64;910;Bad
820;39;49;230;99;4700;13300;998;338;99;980;Bad
930;40;49;250;85;3800;14200;998;322;55;940;Bad
920;43;49;240;86;2300;11600;998;323;64;950;Bad
1040;64;24;280;105;2900;5300;1000;324;67;990;Bad
730;37;49;250;88;3900;10600;997;336;78;1100;Bad
700;38;49;250;97;3300;8500;996;339;77;1140;Good
820;42;49;260;84;3200;5500;999;334;75;870;Good
990;63;24;240;77;600;3300;997;309;57;940;Bad
910;22;24;210;78;100;2800;999;341;87;1030;Good
1190;38;49;270;98;1200;4200;1000;316;61;1030;Bad
1190;38;49;270;98;1200;4200;1000;316;61;1030;Bad
1030;27;24;210;72;1500;3300;996;322;66;1280;Good
1000;48;24;270;102;1300;3200;1000;328;56;1000;Good
910;22;24;210;78;100;2800;999;341;87;1030;Good
990;63;24;240;77;600;3300;997;309;57;940;Bad
810;83;24;210;84;500;1300;997;337;77;1070;Good
1290;35;49;580;66;500;3500;1001;320;66;1200;Good
1120;50;74;515;100;500;1700;1000;322;62;1120;Bad
920;59;24;330;101;2000;4700;999;326;67;960;Bad
950;46;49;630;64;500;1700;999;321;73;1100;Good
930;72;24;210;70;500;2000;997;312;59;990;Bad
1120;66;24;250;85;1600;5300;999;306;72;1100;Good
1430;31;74;180;75;600;1500;1001;286;79;840;Good
910;47;49;260;94;3800;10600;998;308;59;910;Bad
750;55;24;200;78;1000;2800;998;345;78;950;Good
1060;31;49;250;67;600;2100;999;326;86;1070;Good
1240;35;49;260;79;2700;6900;999;312;75;1040;Good
900;53;49;190;171;600;2500;998;327;61;940;Good
680;51;1;210;74;900;2500;996;333;56;950;Good
940;43;24;280;92;1400;4500;998;319;73;1000;Good
950;46;24;270;92;1400;4400;998;312;74;1000;Good
500;104;24;160;50;3200;9600;993;374;62;1150;Bad
1550;65;49;420;95;1000;2300;1003;292;74;1110;Bad
1550;65;49;420;95;1000;2300;1003;292;74;1110;Bad
1090;53;49;460;118;1000;1700;1000;307;56;1170;Good
1560;65;49;420;95;1000;2300;1003;292;74;1110;Bad
1090;53;49;460;118;1000;1700;1000;307;56;1170;Good
1300;47;49;430;85;600;4700;1002;330;68;1270;Good
1270;60;49;280;75;500;1900;999;314;57;1140;Bad
900;44;49;240;78;2600;12100;998;323;58;920;Bad
900;54;49;290;94;4100;11000;998;308;61;920;Bad
760;29;49;270;92;2500;6000;997;331;61;1010;Good
1300;47;49;430;85;600;4700;1002;330;68;1270;Good
1270;60;49;280;75;500;1900;999;314;57;1140;Bad
870;70;24;250;226;500;1500;999;332;60;900;Good
870;70;24;250;226;500;1500;999;332;60;900;Good
980;50;49;260;250;500;2000;999;331;79;1070;Good
620;36;24;220;95;1900;4200;995;357;57;1170;Good
1150;35;49;330;70;1000;3700;1000;332;91;1100;Good
620;36;24;220;95;1900;4200;995;357;57;1170;Good
1020;24;49;240;75;1000;2800;998;314;61;1040;Bad
1050;59;49;210;70;1400;4700;999;330;56;960;Bad
1060;34;49;320;78;2000;7800;999;319;70;1000;Good
1230;27;49;310;79;2800;4600;999;320;80;1020;Good
990;50;24;230;103;600;1400;998;334;52;1000;Bad
880;44;49;280;83;1800;11100;998;330;60;950;Bad
880;47;49;290;85;1700;11000;998;329;60;980;Bad
1060;31;49;220;63;1800;4000;998;314;51;980;Good
1230;50;49;220;89;500;1400;1000;319;44;960;Bad
1230;50;49;220;89;500;1400;1000;319;44;960;Bad
1170;49;49;220;83;500;1500;1000;319;43;920;Bad
1200;28;49;190;74;1000;2100;998;298;66;990;Good
1180;33;49;340;93;5400;8000;1000;330;76;1070;Good
760;51;24;240;91;800;3800;998;347;66;960;Good
1110;31;49;270;94;1600;4700;999;312;102;1060;Good
730;73;24;190;108;1800;10200;997;326;59;930;Bad
500;42;24;200;60;1900;5000;992;372;74;1400;Good
1020;29;49;260;59;500;1300;998;305;74;1050;Good
900;45;49;260;84;2100;7500;999;335;57;970;Bad
660;39;49;170;70;2300;14900;992;312;50;1150;Good
900;45;49;260;84;2100;7500;999;335;57;970;Bad
990;49;58;350;94;900;4300;1000;329;58;900;Bad
790;72;17;260;96;2000;3800;998;340;53;950;Bad
890;60;41;790;86;3000;10900;1000;327;57;930;Bad
1240;40;51;200;59;600;2400;999;304;60;930;Good
1190;58;58;190;71;500;1800;998;309;63;1000;Good
850;59;18;210;78;500;3000;997;320;48;980;Good
1270;59;45;230;82;1100;2200;1000;300;70;930;Good
820;92;27;210;88;700;2300;996;326;47;1000;Bad
1320;46;52;220;71;1200;3500;1001;310;56;900;Good
770;84;0;260;81;600;1400;998;330;52;930;Bad
1320;46;52;220;71;1200;3500;1001;310;56;900;Good
830;58;13;290;96;1400;6300;998;317;62;910;Good
830;60;13;260;85;600;2400;998;331;59;920;Good
940;41;48;460;72;1000;2000;997;334;79;1220;Good
880;48;41;330;92;2600;5200;998;331;53;1050;Good
1010;65;37;510;110;1100;6500;1003;332;64;1040;Good
630;36;19;320;75;1500;3900;996;356;52;1270;Good
880;24;54;250;83;2500;5700;998;339;54;920;Bad
1320;38;55;270;81;500;1600;1001;298;54;940;Bad
750;64;0;240;77;1800;2900;997;332;60;1000;Good
820;39;38;150;58;1000;2900;996;326;74;980;Bad
920;76;18;220;148;1000;10300;997;287;136;1020;Good
960;60;50;230;79;2800;7100;1000;350;57;970;Bad
960;60;50;230;79;2800;7100;1000;350;57;970;Bad
1150;31;51;220;79;1400;2800;998;303;93;980;Good
1140;46;50;270;122;400;1700;1001;313;70;1020;Bad
1130;37;41;230;88;600;1600;999;309;80;930;Bad
830;54;24;340;76;1600;11200;998;327;61;940;Bad
820;56;23;340;78;1400;10400;998;328;62;940;Bad
1000;58;22;190;80;900;3200;997;313;55;950;Bad
790;51;25;290;77;2100;4500;997;349;96;1210;Good
680;69;0;560;124;2100;5800;1000;346;72;1020;Bad
680;69;0;560;124;2100;5800;1000;346;72;1020;Bad
880;60;29;220;98;500;1500;999;336;49;910;Bad
880;60;29;220;98;500;1500;999;336;49;910;Bad
870;54;26;250;97;700;3100;998;327;60;930;Good
760;69;23;230;111;2000;8400;996;321;61;930;Bad
870;54;26;250;97;700;3100;998;327;60;930;Good
1040;28;54;270;105;500;1900;999;325;63;950;Bad
760;41;14;300;87;2100;4300;996;332;57;1050;Good
1010;94;22;340;105;1100;8600;1001;343;64;1130;Bad
790;35;21;190;73;4600;10200;996;327;58;950;Bad
870;84;0;140;65;2400;3300;995;327;55;970;Bad
960;88;28;240;86;3000;14700;998;324;53;940;Bad
950;89;27;230;84;3100;14500;998;324;53;940;Bad
770;92;12;220;143;700;2300;996;335;65;1020;Good
890;29;35;190;67;2500;5700;997;318;136;1030;Good
990;54;45;230;71;1600;4000;999;339;62;940;Bad
950;59;44;230;71;2100;6800;999;346;63;950;Bad
990;54;45;230;71;1600;4000;999;339;62;940;Bad
950;59;44;230;71;2100;6800;999;346;63;950;Bad
990;54;45;230;71;1600;4000;999;339;62;940;Bad
780;64;10;600;115;500;1100;998;337;69;1010;Good
730;67;5;360;107;600;2000;997;340;63;1010;Bad
830;85;1;220;70;500;1400;997;332;58;1100;Bad
870;48;30;280;66;1000;2800;996;333;67;1120;Good
670;42;27;860;68;2400;14800;995;316;57;1130;Good
1070;43;39;220;106;800;3200;999;289;50;960;Bad
980;88;25;250;104;3500;15500;1001;341;67;1120;Bad
1590;36;65;750;96;2200;7100;998;298;84;1490;Bad
940;33;59;280;79;900;3000;998;312;54;1200;Good
860;47;47;240;74;700;2900;998;308;46;950;Bad
970;55;17;290;87;2000;5300;1000;314;61;940;Bad
1070;43;39;220;106;800;3200;999;289;50;960;Bad
1200;50;59;140;73;2300;4200;998;292;68;1050;Good
720;52;7;140;74;500;2000;997;332;81;960;Good
710;84;2;440;96;500;1300;997;341;57;1100;Bad
720;52;7;140;74;500;2000;997;332;81;960;Good
750;42;31;160;80;1500;4200;998;331;64;900;Bad
720;57;6;160;76;900;2700;997;336;70;960;Good
1010;28;46;180;50;500;1300;997;304;79;1020;Good
1210;40;52;200;92;1500;5400;1000;303;66;1020;Bad
940;59;14;200;84;2500;4800;998;314;56;970;Bad
830;49;36;180;222;600;1600;998;318;60;950;Good
1130;34;45;200;82;600;1500;999;294;66;920;Good
1000;73;43;230;59;1500;3100;997;315;57;1100;Bad
1130;34;45;200;82;600;1500;999;294;66;920;Good
690;40;24;250;83;3000;4500;996;326;58;1000;Bad
820;73;21;170;74;500;1300;997;320;52;950;Bad
980;124;34;200;79;3200;15100;998;315;53;950;Bad
820;73;21;170;74;500;1300;997;320;52;950;Bad
1080;40;41;220;84;700;1700;998;308;67;930;Good
930;41;39;220;64;1200;3100;998;326;65;1020;Bad
1080;40;41;220;84;700;1700;998;308;67;930;Good
860;80;11;230;84;1200;3100;998;340;48;990;Bad
830;78;10;260;81;4500;8700;998;348;53;1000;Bad
1080;26;45;330;60;2000;4900;997;313;54;960;Bad
1330;43;58;190;70;1500;4000;1000;306;49;900;Bad
800;45;23;220;94;1600;2900;996;321;49;1020;Good
850;46;31;225;78;3200;5800;998;333;54;980;Bad
810;78;23;260;59;500;1500;997;337;56;1130;Bad
980;98;32;230;78;3500;15200;998;325;48;940;Bad
810;78;23;260;59;500;1500;997;337;56;1130;Bad
710;65;18;180;70;1300;4000;997;344;60;910;Bad
910;64;23;310;95;1300;3800;1000;328;59;970;Bad
770;66;4;160;39;400;900;996;340;47;940;Bad
810;38;48;180;157;500;1700;998;330;105;940;Bad
740;119;0;425;97;500;1400;997;363;54;1070;Bad
920;92;24;260;87;1200;9300;1000;348;54;980;Bad
860;49;51;200;422;1600;6200;998;303;117;900;Bad
900;48;32;280;84;2100;12200;998;332;62;940;Bad
900;47;31;270;84;2400;12500;998;331;61;940;Bad
510;47;2;130;34;1800;4400;992;390;62;1280;Good
700;65;2;210;66;800;2500;997;347;67;950;Good
700;65;2;210;66;800;2500;997;347;67;950;Good
940;62;28;320;87;1800;7200;1000;331;53;970;Bad
1180;38;55;210;71;500;1900;999;311;62;1080;Good
1060;102;43;290;76;2600;8800;998;308;57;1010;Good
700;65;2;210;66;800;2500;997;347;67;950;Good
700;64;2;210;67;900;2300;997;347;67;940;Good
750;38;48;260;73;2200;8400;997;332;70;960;Bad
910;77;4;160;78;400;1400;998;329;54;970;Bad
840;104;15;600;73;1100;5400;999;337;49;990;Bad
700;78;8;200;93;1000;1900;996;340;47;1000;Bad
740;49;19;300;77;1600;3700;997;337;51;1050;Bad
780;55;12;250;68;1100;3500;996;334;61;1160;Good
970;31;47;160;62;1300;3300;998;327;66;1000;Good
1060;103;43;280;80;2100;8400;999;306;57;1010;Bad
890;57;34;300;93;1600;11200;1000;338;61;950;Bad
870;69;0;320;84;1300;3300;999;336;45;940;Bad
800;43;36;230;75;1000;4800;998;334;46;940;Bad
990;74;28;260;78;2100;7700;998;328;51;980;Bad
720;49;18;270;69;1300;3400;997;329;48;920;Good
800;43;36;230;75;1000;4800;998;334;46;940;Bad
760;46;11;260;79;1200;4900;997;321;57;1000;Bad
840;56;4;200;82;1000;2200;998;322;44;960;Bad
710;66;0;390;86;1700;4500;998;346;54;950;Bad
840;56;4;200;82;1000;2200;998;322;44;960;Bad
890;48;24;285;94;3500;10600;998;310;53;920;Bad
760;42;8;270;84;1500;4800;997;321;59;1000;Bad
710;31;30;220;53;3600;12700;997;294;162;950;Bad
750;112;10;310;86;500;1200;996;354;60;1120;Bad
900;66;17;300;77;500;1300;998;329;55;1040;Bad
810;72;9;280;84;1800;4900;999;343;72;1110;Good
640;57;2;180;67;400;1100;997;346;68;950;Bad
640;57;2;180;67;400;1100;997;346;68;950;Bad
640;87;3;320;71;2700;5800;995;361;49;1270;Good
950;55;66;230;387;1200;3700;998;317;67;960;Bad
890;88;13;345;88;400;1400;999;344;52;1150;Bad
730;84;3;210;92;1000;1900;997;339;47;960;Bad
700;45;34;270;82;1600;7200;998;355;60;950;Bad
770;56;20;200;75;900;3900;999;348;62;930;Bad
770;97;10;210;112;1100;2200;996;326;50;950;Bad
770;97;10;210;112;1100;2200;996;326;50;950;Bad
820;59;0;250;93;1900;5800;1000;350;65;930;Good
900;46;23;280;92;2800;10400;998;310;56;920;Bad
900;69;0;240;88;1900;3800;999;335;60;930;Bad
830;76;29;420;75;1200;1600;997;345;68;1150;Good
920;53;24;260;78;2800;13900;998;321;57;950;Bad
650;62;0;190;65;900;1800;997;346;65;920;Bad
1160;41;58;280;96;2500;10100;1000;313;53;1000;Bad
1110;39;54;270;95;2100;10100;1000;313;51;950;Bad
730;51;18;210;70;1200;2800;998;352;73;950;Good
820;34;38;250;80;1200;5700;998;330;47;900;Good
860;33;40;260;83;1600;6800;998;330;48;940;Bad
720;50;18;210;71;1200;3100;998;352;72;960;Good
730;51;18;210;70;1200;2800;998;352;73;950;Good
830;65;10;290;89;1700;4000;998;329;55;950;Bad
830;65;10;290;89;1700;4000;998;329;55;950;Bad
760;54;13;250;97;2400;6600;998;339;61;940;Bad
830;65;10;290;89;1700;4000;998;329;55;950;Bad
780;48;68;170;415;1400;3200;997;309;106;910;Good
780;91;7;190;58;2200;4700;995;351;43;1070;Good
630;98;1;200;57;1500;3300;995;360;46;1120;Good
810;87;0;220;84;1000;3100;997;325;50;980;Bad
810;87;0;220;84;1000;3100;997;325;50;980;Bad
880;42;21;250;92;3300;8800;998;319;52;920;Bad
900;58;25;280;75;900;10400;998;323;57;970;Bad
930;66;26;200;96;500;3500;997;325;42;960;Bad
880;70;0;170;69;800;1900;997;331;53;1000;Good
930;66;26;200;96;500;3500;997;325;42;960;Bad
910;68;11;280;93;1100;4400;999;331;55;950;Good
920;67;10;300;91;1200;4800;999;331;54;950;Good
880;59;18;290;89;1200;7400;997;314;54;940;Bad
750;60;32;270;103;1300;9800;999;345;62;950;Bad
710;59;2;230;82;2400;9400;997;355;53;970;Good
790;72;1;190;76;700;3200;997;339;54;960;Bad
710;59;2;230;82;2400;9400;997;355;53;970;Good
940;69;26;240;82;2300;14300;998;328;55;940;Bad
950;57;27;230;82;2300;14400;998;327;55;940;Bad
790;40;29;180;157;100;4400;997;330;92;950;Good
790;40;30;180;157;200;4500;997;331;91;950;Good
720;100;0;300;102;700;1600;996;343;46;1000;Bad
690;77;18;240;243;550;4800;996;340;60;1030;Good
690;64;17;240;241;600;1800;996;340;59;1030;Good
830;43;30;340;79;700;3400;998;336;61;1050;Bad
710;52;3;260;76;2100;9200;997;350;60;980;Bad
700;57;0;200;190;1200;4500;997;331;60;940;Good
650;46;14;240;114;900;3700;997;366;65;980;Bad
900;82;5;240;81;2600;9600;998;336;53;1000;Bad
650;46;14;240;114;900;3700;997;366;65;980;Bad
710;59;1;250;77;2000;8500;997;355;59;980;Bad
990;35;41;230;83;1100;6100;998;321;50;950;Bad
990;35;41;230;83;1100;6100;998;321;50;950;Bad
1000;56;24;220;79;1900;5800;999;318;56;1010;Good
1000;56;24;220;79;1900;5800;999;318;56;1010;Good
860;63;17;290;99;2100;11900;998;309;52;930;Bad
740;37;43;260;82;1800;8200;997;333;68;970;Good
880;64;17;290;84;2500;13000;998;323;54;960;Bad
710;61;2;250;81;1700;8700;997;348;60;970;Good
770;60;0;260;55;700;1300;996;338;56;1080;Bad
1010;27;54;230;65;700;2600;995;317;53;1250;Good
1080;89;30;260;132;700;6000;998;299;118;1020;Bad
870;46;31;250;126;2400;6400;997;310;74;960;Bad
930;37;44;160;38;2100;4200;995;324;81;1080;Good
940;50;34;360;82;500;1400;999;329;52;1070;Good
940;50;34;360;82;500;1400;999;329;52;1070;Good
720;61;8;400;82;2600;10800;996;325;51;940;Bad
860;55;9;330;68;800;1700;997;323;44;1000;Bad
510;59;0;170;44;1400;8600;993;356;94;1290;Good
770;56;8;250;114;1400;4600;997;324;66;960;Good
840;52;22;270;84;400;1800;997;326;57;990;Good
820;28;40;240;52;400;1000;994;333;70;1280;Good
840;25;39;200;41;400;1000;994;327;71;1250;Good
820;28;40;240;52;400;1000;994;333;70;1280;Good
740;53;12;190;165;400;1200;997;326;86;920;Bad
760;48;31;280;70;400;1500;997;322;55;1030;Good
730;49;10;260;68;400;1400;996;330;47;1050;Bad
1290;50;55;280;72;700;2400;1000;309;68;1090;Good
1080;45;33;250;99;2000;3800;998;324;71;1080;Bad
690;39;24;210;102;400;700;995;344;58;1140;Bad
1260;41;54;280;103;1900;4100;999;321;76;1130;Good
1080;45;33;250;99;2000;3800;998;324;71;1080;Bad
980;51;19;320;81;800;3000;998;323;58;1050;Good
1080;29;42;160;84;1900;2700;995;328;73;1190;Good
710;72;0;235;71;2100;4700;996;329;45;940;Bad
910;66;15;320;97;900;5900;1000;328;54;960;Bad
700;69;0;190;99;900;2200;996;334;60;970;Bad
490;42;0;210;48;1600;4200;992;371;74;1400;Good
670;54;13;200;76;1500;3600;997;361;64;980;Bad
670;54;13;200;76;1500;3600;997;361;64;980;Bad
710;48;28;280;68;600;1600;997;324;53;1030;Bad
710;46;14;280;76;1500;3700;996;336;49;1070;Bad
750;27;34;230;50;400;800;995;340;64;1100;Good
710;46;14;280;76;1500;3700;996;336;49;1070;Bad
780;57;9;230;65;3400;4500;994;346;74;1270;Good
590;61;8;210;71;1600;2400;994;356;77;1110;Good
750;69;7;250;58;500;900;996;338;55;1090;Bad
590;61;8;210;71;1600;2400;994;356;77;1110;Good
1040;44;42;150;145;3400;4800;998;338;86;990;Bad
1160;47;44;160;147;3600;5100;998;338;86;990;Bad
880;69;26;160;88;1600;2300;997;332;47;940;Bad
760;67;10;150;66;2700;5500;997;339;51;930;Bad
670;28;28;240;12;3600;10000;991;326;39;1170;Good
670;28;28;240;12;3600;10000;991;326;39;1170;Good
1010;31;35;160;75;900;2800;997;324;83;1120;Good
600;50;4;220;92;1300;2600;996;346;47;1000;Bad
1110;42;47;265;85;900;3400;997;324;77;1210;Good
660;66;0;300;115;2100;3100;996;345;63;1030;Bad
1060;50;45;260;119;3400;6800;997;323;72;1090;Good
710;69;35;200;88;900;9200;996;328;62;940;Bad
990;25;46;170;62;2600;4200;996;318;83;1060;Good
640;64;21;180;81;1400;3100;997;359;66;980;Bad
640;64;21;180;81;1400;3100;997;359;66;980;Bad
740;68;16;180;78;1200;3900;998;350;70;990;Good
640;64;21;180;81;1400;3100;997;359;66;980;Bad
640;63;21;160;80;1200;3200;997;358;66;980;Bad
930;43;44;190;85;900;2200;997;328;55;950;Bad
930;43;44;190;85;900;2200;997;328;55;950;Bad
800;42;32;250;80;2600;12200;998;322;107;970;Bad
930;36;39;150;80;4100;5500;997;347;73;1090;Good
930;36;39;150;80;4100;5500;997;347;73;1090;Good
760;74;2;250;71;1000;1400;995;351;71;1170;Good
930;36;39;150;80;4100;5500;997;347;73;1090;Good
820;26;34;250;73;1600;4700;996;340;78;1130;Good
1170;28;47;170;54;1700;3200;997;315;67;1060;Good
680;56;22;180;74;1500;2400;994;340;82;1120;Good
720;62;6;270;77;1500;8500;997;351;54;950;Bad
580;101;66;200;39;1500;8800;994;366;60;1150;Good
750;42;32;270;67;700;2500;996;324;44;1040;Bad
720;62;6;250;78;1700;8400;997;351;53;970;Bad
720;62;6;270;77;1500;8500;997;351;54;950;Bad
720;64;7;260;77;1600;8600;997;351;54;970;Bad
680;49;22;230;71;1300;2400;994;341;83;1130;Good
690;51;23;200;72;1300;2200;994;340;84;1120;Good
680;56;22;180;74;1500;2400;994;340;82;1120;Good
760;63;3;200;80;2700;4300;996;344;64;1090;Good
770;72;1;210;64;3100;4300;994;341;57;1180;Good
690;56;3;150;86;3600;4600;995;353;57;1060;Bad
730;35;24;200;67;2800;4800;996;343;54;1000;Bad
910;21;37;160;67;600;1000;996;323;58;1110;Good
1040;38;46;210;104;600;1000;997;312;65;1180;Good
880;31;40;280;109;700;1600;996;331;79;1180;Good
710;47;0;220;67;700;1400;995;340;58;1090;Bad
770;72;1;210;64;3100;4300;994;341;57;1180;Good
880;61;19;400;94;3000;6900;998;322;50;1000;Good
720;60;4;250;76;1800;8800;997;353;55;950;Bad
920;56;18;160;78;1000;2100;996;315;49;990;Bad
760;72;0;210;68;3000;3500;995;348;65;1140;Good
840;31;29;310;194;1400;2600;995;322;78;1200;Good
720;60;4;250;76;1800;8800;997;353;55;950;Bad
880;61;19;400;94;3000;6900;998;322;50;1000;Good
890;75;14;250;86;900;3000;998;334;64;1050;Bad
900;80;12;240;83;800;2800;998;333;65;1040;Good
1070;52;38;260;66;2900;5600;996;315;79;1210;Good
680;57;0;250;72;3200;6400;995;343;56;1120;Good
1070;90;34;660;112;2300;9900;1003;322;68;930;Bad
720;34;24;200;71;3000;5200;996;344;58;1010;Bad
720;66;3;230;78;1600;8600;997;353;57;970;Bad
1010;45;23;190;82;1000;1800;998;322;65;930;Good
720;66;3;230;78;1600;8600;997;353;57;970;Bad
720;63;3;220;80;1700;8800;997;353;58;980;Good
710;59;1;230;80;2700;4300;996;342;58;1070;Good
830;31;39;240;78;1700;4300;994;331;77;1250;Good
710;59;1;230;80;2700;4300;996;342;58;1070;Good
830;31;39;240;78;1700;4300;994;331;77;1250;Good
830;102;2;340;84;600;1100;999;348;49;1100;Bad
890;31;36;260;56;1000;3900;996;340;69;1180;Bad
740;64;10;240;80;1600;3300;997;358;69;1080;Good
740;64;10;240;80;1600;3300;997;358;69;1080;Good
680;59;6;600;60;1100;1800;996;341;59;1080;Good
680;59;6;600;60;1100;1800;996;341;59;1080;Good
920;58;20;300;81;1500;11500;998;323;59;950;Bad
720;54;27;260;84;1200;7800;996;339;71;1100;Bad
610;56;0;220;79;600;900;995;359;54;1150;Good
740;52;13;240;78;3400;6100;995;343;59;1080;Good
730;31;39;120;59;700;1100;993;329;52;1150;Good
930;38;48;380;132;300;1100;996;323;57;1320;Good
910;28;46;900;114;300;900;999;318;60;1090;Good
1000;46;44;290;65;400;800;997;333;62;1220;Good
940;40;46;460;94;300;1000;996;327;64;1220;Good
730;31;39;120;59;700;1100;993;329;52;1150;Good
860;32;40;220;79;300;600;995;327;67;1190;Good
530;72;19;150;161;700;6200;994;362;61;1100;Bad
680;41;31;880;84;2600;4500;998;338;64;1010;Good
840;36;32;220;81;3200;7900;996;330;72;1100;Good
840;62;12;180;72;3800;4600;995;338;89;1180;Good
960;41;37;230;91;1000;2300;998;324;56;1050;Bad
840;36;32;220;81;3200;7900;996;330;72;1100;Good
840;62;12;180;72;3800;4600;995;338;89;1180;Good
680;41;31;880;84;2600;4500;998;338;64;1010;Good
860;47;27;230;55;1400;2800;995;318;80;1120;Bad
860;22;36;190;64;5300;7700;996;347;87;1100;Good
940;24;33;230;61;5200;7300;998;347;90;1020;Good
840;67;19;220;93;1100;7500;997;320;59;920;Bad
860;47;27;230;55;1400;2800;995;318;80;1120;Bad
870;33;38;330;63;1000;1900;995;330;73;1200;Good
660;61;1;190;80;800;2500;997;369;73;1050;Bad
740;61;1;200;74;1300;3800;997;348;65;980;Bad
760;40;29;190;78;2900;6600;997;345;59;950;Good
740;61;1;200;74;1300;3800;997;348;65;980;Bad
660;61;1;190;80;800;2500;997;369;73;1050;Bad
880;30;38;230;60;1900;7200;995;339;72;1180;Good
880;30;38;230;60;1900;7200;995;339;72;1180;Good
1200;63;50;140;71;600;2600;998;307;60;1040;Bad
720;38;38;280;68;2300;4200;994;334;72;1290;Good
620;46;17;160;73;700;1100;994;361;54;1140;Bad
960;33;52;220;74;1300;2500;995;336;76;1240;Good
990;27;49;500;82;900;1700;995;319;52;1250;Good
1010;43;40;260;92;1300;5200;998;322;64;1000;Good
980;50;34;230;94;1000;4500;999;324;60;970;Good
830;30;49;380;90;1100;2400;995;327;64;1210;Good
1020;44;42;200;71;700;2000;996;314;79;1110;Good
1020;44;58;410;92;1100;2400;997;329;99;1200;Good
830;28;48;210;93;600;1200;994;326;62;1240;Good
890;12;45;180;75;1000;2100;996;341;76;1190;Good
890;12;45;180;75;1000;2100;996;341;76;1190;Good
890;12;45;180;75;1000;2100;996;341;76;1190;Good
830;28;48;210;93;600;1200;994;326;62;1240;Good
820;31;40;220;58;600;1000;995;331;68;1120;Good
1020;34;48;210;52;500;900;995;320;69;1210;Good
760;43;40;270;82;600;1100;995;344;54;1220;Good
850;21;52;190;90;900;2300;996;336;67;1040;Bad
900;36;52;210;111;500;1000;996;331;62;1130;Good
950;37;52;200;88;1200;5100;996;329;58;1110;Good
640;57;12;230;120;2500;3600;995;347;71;1130;Good
800;59;5;200;89;1200;3200;997;336;61;1000;Bad
850;47;27;190;58;1800;3800;995;316;85;1110;Good
710;56;14;160;78;700;1800;996;327;62;930;Bad
660;57;2;210;115;600;1600;997;338;69;950;Bad
880;27;39;200;100;2000;2700;995;315;69;1120;Good
850;47;27;190;58;1800;3800;995;316;85;1110;Good
830;34;40;240;65;2400;4800;996;334;86;1100;Good
900;38;41;240;103;600;1000;996;313;58;1190;Good
850;66;20;210;97;2300;11300;997;313;48;920;Bad
900;40;43;240;68;2900;4600;994;320;60;1220;Good
670;56;9;290;79;700;2200;997;346;61;1020;Bad
1040;26;48;190;66;600;1000;997;333;87;1090;Good
1040;26;48;190;66;600;1000;997;333;87;1090;Good
1010;38;50;240;104;600;1300;996;322;65;1160;Good
850;34;44;170;79;600;1200;996;352;63;1070;Bad
880;33;41;590;73;700;1300;997;330;62;1210;Good
720;41;30;210;83;3500;7200;997;344;52;940;Bad
720;41;30;210;83;3500;7200;997;344;52;940;Bad
840;59;29;260;109;3100;11900;998;315;50;910;Bad
700;40;32;360;61;900;2900;994;328;49;1130;Good
1220;45;49;140;75;300;600;997;313;63;1040;Bad
910;50;30;190;65;800;1700;998;332;71;1050;Good
950;86;26;190;79;1300;2800;997;325;62;1000;Bad
730;52;32;210;70;5100;7000;994;334;82;1290;Good
910;50;30;190;65;800;1700;998;332;71;1050;Good
1220;45;49;140;75;300;600;997;313;63;1040;Bad
740;58;0;200;64;700;1100;996;345;58;1130;Good
980;34;39;140;66;300;700;995;319;55;1140;Good
710;36;30;160;80;3500;7000;997;344;50;940;Bad
770;39;12;170;97;1900;2700;996;316;49;940;Bad
970;30;40;150;73;1400;2100;996;314;51;1090;Good
770;39;12;170;97;1900;2700;996;316;49;940;Bad
